FID,SCD,STR_NAME,BEZLISTE
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-1685,21333,Adalbert-Stifter-Gedenkraum,9
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-1684,21334,Geldmuseum,9
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-1683,21335,Votivkirche (Museum),9
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-1682,06741,Freudplatz,2
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-1681,06799,Maria-Schaumayer-Platz,19
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-1680,21336,Rapideum-Vereinsmuseum Rapid,14
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-167f,21337,Sammlungen der Medizinischen Universität (Josephinum),9
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-167e,21338,Zahnärztliches Museum,9
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-167d,21339,Sparefroh-Haus,9
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-167c,21340,Pharma-und Drogistenmuseum,9
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-167b,21342,Pathologisch-anatomisches Bundesmuseum (Narrenturm),9
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-167a,21343,Ostlicht Galerie für Fotografie,10
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-1679,21344,Museum der Wiener Austria,10
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-1678,21345,Privatmuseum für Schreib-und Rechenmaschinen,10
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-1677,21346,Johanneskirche Unterlaa (Ausgrabungen und Schauraum),10
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-1676,21347,Wiener Stadt-und Landesarchiv,11
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-1675,21348,Modemuseum Hetzendorf,12
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-1674,21349,Palais Kabelwerk,12
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-1673,21350,Alt-Wiener Schnapsmuseum,12
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-1672,21351,Zauberkasten Museum,12
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-1671,21352,Wiener ARGE für Astronomie (WAA),12
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-1670,21353,Brennpunkt-Museum der Heizkultur,12
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-166f,21355,Palmenhaus Schönbrunn,13
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-166e,21356,Wüstenhaus,13
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-166d,21357,Otto Wagner Hofpavillon Hietzing,13
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-166c,21358,Ernst Fuchs Museum,14
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-166b,21359,Gedenkstätte Steinhof (Zur Geschichte der NS-Medizin),14
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-166a,21360,Billardmuseum Weingartner,15
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-1669,21361,Pfadfindermuseum,15
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-1668,21362,Museum für Verhütung und Schwangerschaftsabbruch,15
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-1667,21363,Kuffner Sternwarte,16
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-1666,21364,Wiener Volksliedwerk-Bockkeller,16
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-1665,21366,Rettungsmuseum,17
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-1664,21365,Erstes österreichisches Pflegemuseum,16
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-1663,21367,Fiakermuseum,17
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-1662,21368,Schokolademuseum,23
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-1661,21369,Eßlinger Schüttkasten,22
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-1660,21371,Palmenhaus Hirschstetten,22
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-165f,21372,Strabag Kunstforum,22
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-165e,21373,Erstes Wiener Schulmuseum,22
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-165d,21374,Marktamtsmuseum,21
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-165c,21375,Fischereimuseum,21
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-165b,21376,Museum der Erste Bank AG,18
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-165a,21377,Geymüllerschlössel,18
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-1659,21378,Das Sprachinselmuseum,18
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-1658,21379,Kahlenbergermuseum,19
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-1657,21380,Weinbaumuseum,19
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-1656,21381,Beethoven Eroicahaus,19
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-1655,21382,Sammlung des Institutes für Ur-und Frühgeschichte,19
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-1654,21383,Lehar-Schikaneder-Schlössl,19
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-1653,21384,Museum im Waschsalon,19
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-1652,19062,Zentralfriedhof Ehrengräber,11
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-1651,21385,St.Jakobs-Kirche,19
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-1650,21386,Beethoven Wohnung,19
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-164f,21387,Gedenkstätte Karajangasse,20
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-164e,21388,Beethoven Gedenkstätte,21
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-164d,21389,Sondermuseum Aspern Essling 1809,22
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-164c,21390,Musikverein,1
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-164b,21391,Grabdenkmalhain Waldmüllerpark,10
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-164a,21392,Veterinärmedizinische Universität,21
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-1649,21394,Palais Liechtenstein,9
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-1648,21395,Schönbrunn-Irrgarten,13
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-1647,05749,Gertrud-Bodenwieser-Gasse,22
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-1646,05811,Trude-Fleischmann-Gasse,22
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-1645,06742,Eva-Maria-Mazzucco-Platz,22
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-1644,05822,Anna-Bastel-Gasse,22
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-1643,05829,Lella-Lombardi-Gasse,22
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-1642,05831,Beatrix-Kempf-Gasse,22
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-1641,05839,Lydia-Sicher-Gasse,22
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-1640,06743,Simone-de-Beauvoir-Platz,22
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-163f,05856,Wangari-Maathai-Platz,22
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-163e,05866,Jane-Jacobs-Weg,22
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-163d,21861,Echoraum,15
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-163c,06752,Am grünen Prater,2
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-163b,12770,Krieaupromenade,2
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-163a,21862,Salon 5,15
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-1639,21863,ICHDUWIR-Kindertheater,14
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-1638,21855,Theater Experiment,9
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-1637,21856,Szene Wien,11
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-1636,21857,Theaterkistl,12
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-1635,21858,Werk X,12
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-1634,21859,Marionettentheater Schloss Schönbrunn,13
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-1633,21860,teatro caprile,14
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-1632,90132,U-Bahn Station Troststraße,10
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-1631,90133,U-Bahn Station Altes Landgut,10
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-1630,90134,U-Bahn Station Alaudagasse,10
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-162f,90135,U-Bahn Station Neulaa,10
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-162e,90136,U-Bahn Station Oberlaa,10
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-162d,21078,Helmut Zilk Brunnen,23
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-162c,12769,Isabella-Jechl-Weg,22
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-162b,21842,Theater Spielraum,7
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-162a,21843,Theater in der Josefstadt,8
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-1629,21844,Klettenheimers KleinKunstCafe,8
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-1628,21845,Kabarett Niedermair,8
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-1627,21846,Pygmalion Theater,8
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-1626,21847,Theatro Kosilo,8
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-1625,21848,Vienna´s English Theatre,8
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-1624,21849,Theater am Alsergrund,9
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-1623,21850,Theater-Center Forum,9
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-1622,21851,Schubert Theater,9
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-1621,21852,Schauspielhaus,9
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-1620,21853,Kabinetttheater,9
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-161f,21854,Fritzpunkt,13
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-161e,21830,Interkulttheater,6
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-161d,21829,TAG-Theater an der Gumpendorfer Straße,6
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-161c,21831,Ateliertheater,7
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-161b,21832,Dschungel Wien-Theaterhaus für junges Publikum,7
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-161a,21833,Theater Heuschreck,7
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-1619,21834,Kosmos Theater,7
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-1618,21835,Theater der Jugend,7
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-1617,21836,Renaissancetheater,7
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-1616,21837,Off Theater,7
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-1615,21838,Neues Wiener Musiktheater,7
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-1614,21840,Tanz Atelier Wien,7
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-1613,21841,Theater am Spittelberg,7
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-1612,06751,Anton-Klein-Gasse,22
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-1611,21074,Ponte Cagrana,22
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-1610,21370,Das 48er-Museum,22
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-160f,21075,Sunken City,22
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-160e,21076,Copa Beach,22
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-160d,21077,Autoreisezuganlage Wien Hauptbahnhof,10
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-160c,21826,Raimundtheater,6
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-160b,21827,Theater an der Wien,6
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-160a,21828,Theater Brett,6
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-1604,21820,Wiener Theaterkeller (Ciarivari),3
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-1603,20926,Reinbergerpark,21
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-1602,21821,Freie Bühne Wieden,4
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-1601,21822,MOKI-Kindertheater,4
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-1600,21823,Theater Akzent,4
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-15ff,21824,Blackbox Theater,5
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-15fe,21825,Theater Scala,5
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-15fd,21807,Wiener Kammeroper,1
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-15fc,21808,Bundestheater,1
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-15fb,21809,GARAGE X Theater Petersplatz,1
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-15fa,21810,Drachengasse 2 Theater,1
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-15f8,21811,Theater im Zentrum,1
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-15f7,21812,Theater Die neue Tribüne,1
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-15f6,21813,Wiener Lustspielhaus,1
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-15f5,21814,Theater Nestroyhof-Hamakom,2
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-15f4,21815,Theater Odeon,2
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-15f3,21817,Figurentheater Lilarum,3
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-15f2,21818,Rabenhof Theater,3
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-15f1,21819,Theater Ole,3
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-15f0,22062,Sportbad des ASV,21|22
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-15ef,21800,Aera,1
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-15ee,20939,Grünanlage Tamariskengasse,22
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-15ed,21802,stadtTheater Walfischgasse,1
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-15ec,21803,Ronacher,1
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-15eb,21804,Komödie am Kai,1
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-15ea,21805,Kammerspiele,1
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-15e9,21806,Kabarett Simpl,1
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-15e8,14360,Gerhard-Hanappi-Hof,16
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-15e7,20940,Parkanlage Grellgasse,21
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-15e6,20950,Parkanlage Schütte-Lihotzky-Weg,11
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-15e5,21066,Wohnturm Höchstädtplatz,20
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-15e4,21067,Viertel Zwei,2
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-15e3,21068,Raiffeisen-Holding Hochhaus,2
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-15e2,06748,Gerhard-Hanappi-Platz,14
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-15e1,21069,Galaxy21,2
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-15e0,21070,ÖBB-Konzernzentrale,10
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-15df,21071,Town Town CB03,3
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-15de,21072,Porr Hochhaus,10
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-15dd,21073,Uniqa Hotel-und Geschäftsgebäude,2
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-15dc,07000,Burgpassage,1
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-15db,07001,Michaelertor,1
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-15da,21028,Palmenhaus,1
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-15d9,23002,Kaiser-Joseph II.-Denkmal,1
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-15d8,23003,Prinz-Eugen-Denkmal,1
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-15d7,23004,Erzherzog-Karl-Denkmal,1
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-15d6,23005,Kaiser-Franz I.(II.)-Denkmal,1
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-15d5,04781,Strohmayergasse,6
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-15d4,15129,Grünauer Teich,13
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-15d3,15135,Kleiner Lehmteich,10
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-15d2,15141,Butterteich,10
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-15d1,15144,Dehneparkteich,14
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-15d0,16138,KLG Kaisermühlen,22
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-15cf,05472,Zöllnerweg,11
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-15ce,05610,Breite Weg,22
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-15cd,05617,Patekweg,22
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-15cc,05618,Noskeweg,22
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-15cb,05621,Rainweg,22
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-15ca,05767,Wilhelmsweg,10
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-15c9,04289,Schloßgasse,5
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-15c8,14311,Franz-Schreiner-Hof,18
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-15c7,14316,Bruno-Marek-Hof,6
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-15c6,14318,Adolf-Scharner-Hof,4
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-15c5,14322,Ernst-Karl-Winter-Hof,18
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-15c4,14327,Otto-Mraz-Hof,11
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-15c3,14329,Alfred-Klinkan-Hof,22
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-15c2,14332,Kurt-Holubarz-Hof,11
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-15c1,14335,Harry-Glöckner-Hof,19
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-15c0,18045,Beethovenaussicht,19
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-15bf,18049,Beim Brunn,10
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-15be,18054,Bierhäuselberg,14
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-15bd,18057,Brigitta Spitz,19|20
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-15bc,18058,Brunnenstube,17
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-15bb,18063,Dianabadufer,2
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-15ba,18066,Dorotheer Wald,23
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-15b9,18069,Eichkogel,23
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-15b8,18076,Frauengrübel,22
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-15b7,18319,Volksprater,2
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-15b6,18331,Wolfersberg,14
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-15b5,05052,Venusweg,14
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-15b4,04383,Schuhmeierplatz,16
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-15b3,05443,Zerritschgasse,19
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-15b2,00956,Ebereschengasse,21
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-15b1,00247,Argonautenstraße,22
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-15b0,04609,Sperkergasse,23
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-15af,00454,Beyfusgasse,23
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-15ae,01272,Franzosenweg,10
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-15ad,03206,Miesbachgasse,2
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-15ac,02449,Kienmayergasse,14
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-15ab,03060,Marconiweg,10
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-15aa,01915,Hentzigasse,10
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-15a9,18278,Schierlinggrund,22
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-15a8,04496,Shuttleworthstraße,21
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-15a7,00328,Badgasse,14
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-15a6,03221,Missindorfstraße,14
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-15a5,04339,Schottenaustraße,20
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-15a4,04937,Traunfelsgasse,20
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-15a3,02713,Kunzgasse,20
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-15a2,00764,Dammäckergasse,21
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-15a1,02194,Jedleseer Straße,21
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-15a0,02620,Krafft-Ebing-Gasse,14
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-159f,04832,Tannhäuserplatz,15
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-159e,00434,Berlepschgasse,10
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-159d,15162,Hirschenbach,13
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-159c,15166,Geroldbach,17|18
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-159b,15169,Spiessbach,19
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-159a,18349,Essling,22
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-1599,18351,Teichhaus,13
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-1598,18353,Hermesvilla,13
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-1597,18357,Lainzer Tor,13
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-1596,18359,Sägewerk,13
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-1595,90073,U-Bahn Station Hütteldorfer Straße,14
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-1594,90077,U-Bahn Station Spittelau,9
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-1593,90081,Abstellhalle Kagran,22
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-1592,18380,Kagran,22
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-1591,04436,Sebastian-Brunner-Gasse,13
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-1590,01099,Erzherzog-Karl-Straße,22
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-158f,01122,Eyslergasse,13
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-158e,00831,Dingelstedtgasse,15
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-158d,06396,Josef-Fritsch-Weg,2
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-158c,01422,Gebrüder-Lang-Gasse,15
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-158b,01458,Geringergasse,11
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-158a,01444,Georg-Coch-Platz,1
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-1589,03722,Pohlgasse,12
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-1588,12224,Antelweg,19
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-1587,02964,Lorenz-Bayer-Platz,16|17
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-1586,16221,KLG Schloßsee,23
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-1585,10166,Kellermannbrücke,14
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-1584,16256,KLG Wallrißgraben,18
